DAY_OF_MONTH,DAY_OF_WEEK,ORIGIN_WAC,DEST_WAC,DEP_DELAY,DEP_DEL15,ARR_DEL15,DISTANCE
1,2,23,13,-3.00,0.00,0.00,280.00
1,2,23,13,3.00,0.00,0.00,280.00
1,2,23,14,-11.00,0.00,0.00,289.00
1,2,23,14,-8.00,0.00,0.00,289.00
1,2,23,15,-7.00,0.00,0.00,237.00
1,2,23,15,101.00,1.00,1.00,237.00
1,2,23,16,-7.00,0.00,0.00,335.00
1,2,23,16,-2.00,0.00,0.00,335.00
1,2,23,21,-7.00,0.00,0.00,319.00
1,2,23,21,-5.00,0.00,0.00,319.00
1,2,23,22,-11.00,0.00,0.00,279.00
1,2,23,22,-8.00,0.00,0.00,228.00
1,2,23,22,-7.00,0.00,0.00,279.00
1,2,23,22,2.00,0.00,0.00,212.00
1,2,23,22,18.00,1.00,1.00,335.00
1,2,23,22,22.00,1.00,1.00,335.00
1,2,23,23,-6.00,0.00,1.00,268.00
1,2,23,23,-4.00,0.00,0.00,268.00
1,2,23,23,27.00,1.00,0.00,268.00
1,2,23,23,29.00,1.00,1.00,268.00
1,2,23,33,,,,873.00
1,2,23,33,-15.00,0.00,0.00,861.00
1,2,23,33,-13.00,0.00,0.00,992.00
1,2,23,33,-12.00,0.00,0.00,920.00
1,2,23,33,-10.00,0.00,0.00,861.00
1,2,23,33,-10.00,0.00,0.00,1013.00
1,2,23,33,-9.00,0.00,0.00,951.00
1,2,23,33,-8.00,0.00,0.00,742.00
1,2,23,33,-8.00,0.00,0.00,861.00
1,2,23,33,-8.00,0.00,0.00,861.00
1,2,23,33,-8.00,0.00,0.00,920.00
1,2,23,33,-8.00,0.00,0.00,951.00
1,2,23,33,-8.00,0.00,0.00,992.00
1,2,23,33,-7.00,0.00,0.00,861.00
1,2,23,33,-7.00,0.00,0.00,993.00
1,2,23,33,-7.00,0.00,0.00,993.00
1,2,23,33,-7.00,0.00,1.00,873.00
1,2,23,33,-7.00,0.00,1.00,992.00
1,2,23,33,-6.00,0.00,,1121.00
1,2,23,33,-6.00,0.00,0.00,861.00
1,2,23,33,-6.00,0.00,0.00,920.00
1,2,23,33,-6.00,0.00,0.00,951.00
1,2,23,33,-6.00,0.00,0.00,992.00
1,2,23,33,-6.00,0.00,1.00,966.00
1,2,23,33,-5.00,0.00,0.00,861.00
1,2,23,33,-5.00,0.00,0.00,861.00
1,2,23,33,-5.00,0.00,0.00,861.00
1,2,23,33,-5.00,0.00,0.00,920.00
1,2,23,33,-4.00,0.00,0.00,742.00
1,2,23,33,-4.00,0.00,0.00,861.00
1,2,23,33,-4.00,0.00,0.00,994.00
1,2,23,33,-4.00,0.00,0.00,1013.00
1,2,23,33,-4.00,0.00,1.00,966.00
1,2,23,33,-2.00,0.00,0.00,834.00
1,2,23,33,-2.00,0.00,0.00,920.00
1,2,23,33,-2.00,0.00,0.00,1013.00
1,2,23,33,-1.00,0.00,0.00,957.00
1,2,23,33,-1.00,0.00,0.00,966.00
1,2,23,33,0.00,0.00,0.00,861.00
1,2,23,33,0.00,0.00,0.00,993.00
1,2,23,33,0.00,0.00,0.00,1013.00
1,2,23,33,0.00,0.00,1.00,980.00
1,2,23,33,2.00,0.00,0.00,994.00
1,2,23,33,5.00,0.00,0.00,992.00
1,2,23,33,6.00,0.00,1.00,823.00
1,2,23,33,7.00,0.00,1.00,834.00
1,2,23,33,9.00,0.00,1.00,834.00
1,2,23,33,10.00,0.00,0.00,992.00
1,2,23,33,13.00,0.00,1.00,866.00
1,2,23,33,15.00,1.00,0.00,993.00
1,2,23,33,18.00,1.00,0.00,993.00
1,2,23,33,32.00,1.00,1.00,834.00
1,2,23,33,49.00,1.00,1.00,861.00
1,2,23,33,65.00,1.00,1.00,994.00
1,2,23,33,119.00,1.00,1.00,834.00
1,2,23,33,125.00,1.00,1.00,994.00
1,2,23,34,-6.00,0.00,0.00,629.00
1,2,23,34,-6.00,0.00,0.00,666.00
1,2,23,34,-5.00,0.00,0.00,526.00
1,2,23,34,-5.00,0.00,0.00,526.00
1,2,23,34,-5.00,0.00,0.00,666.00
1,2,23,34,-5.00,0.00,0.00,666.00
1,2,23,34,-5.00,0.00,0.00,666.00
1,2,23,34,-5.00,0.00,1.00,526.00
1,2,23,34,-4.00,0.00,0.00,620.00
1,2,23,34,-3.00,0.00,0.00,620.00
1,2,23,34,-3.00,0.00,0.00,666.00
1,2,23,34,-3.00,0.00,0.00,666.00
1,2,23,34,-3.00,0.00,0.00,692.00
1,2,23,34,-2.00,0.00,0.00,526.00
1,2,23,34,-2.00,0.00,0.00,620.00
1,2,23,34,-2.00,0.00,1.00,526.00
1,2,23,34,-1.00,0.00,0.00,526.00
1,2,23,34,-1.00,0.00,0.00,629.00
1,2,23,34,-1.00,0.00,0.00,666.00
1,2,23,34,0.00,0.00,0.00,666.00
1,2,23,34,0.00,0.00,0.00,666.00
1,2,23,34,0.00,0.00,0.00,666.00
1,2,23,34,3.00,0.00,0.00,692.00
1,2,23,34,13.00,0.00,0.00,666.00
1,2,23,35,5.00,0.00,1.00,210.00
1,2,23,35,99.00,1.00,1.00,210.00
1,2,23,36,-13.00,0.00,0.00,509.00
1,2,23,36,-12.00,0.00,0.00,449.00
1,2,23,36,-10.00,0.00,0.00,481.00
1,2,23,36,-10.00,0.00,1.00,366.00
1,2,23,36,-9.00,0.00,0.00,366.00
1,2,23,36,-9.00,0.00,0.00,449.00
1,2,23,36,-9.00,0.00,0.00,449.00
1,2,23,36,-8.00,0.00,0.00,337.00
1,2,23,36,-8.00,0.00,0.00,366.00
1,2,23,36,-8.00,0.00,0.00,366.00
1,2,23,36,-8.00,0.00,0.00,366.00
1,2,23,36,-8.00,0.00,0.00,449.00
1,2,23,36,-8.00,0.00,0.00,449.00
1,2,23,36,-7.00,0.00,0.00,366.00
1,2,23,36,-7.00,0.00,0.00,413.00
1,2,23,36,-4.00,0.00,0.00,337.00
1,2,23,36,-4.00,0.00,0.00,449.00
1,2,23,36,-2.00,0.00,0.00,449.00
1,2,23,36,-1.00,0.00,0.00,413.00
1,2,23,36,-1.00,0.00,0.00,481.00
1,2,23,36,2.00,0.00,0.00,509.00
1,2,23,36,3.00,0.00,1.00,476.00
1,2,23,36,14.00,0.00,0.00,481.00
1,2,23,36,46.00,1.00,1.00,509.00
1,2,23,36,378.00,1.00,1.00,476.00
1,2,23,37,-9.00,0.00,0.00,473.00
1,2,23,37,-8.00,0.00,0.00,473.00
1,2,23,37,-5.00,0.00,0.00,550.00
1,2,23,37,3.00,0.00,0.00,515.00
1,2,23,37,19.00,1.00,1.00,550.00
1,2,23,38,-12.00,0.00,0.00,201.00
1,2,23,38,-10.00,0.00,0.00,182.00
1,2,23,38,-7.00,0.00,0.00,182.00
1,2,23,38,-7.00,0.00,0.00,212.00
1,2,23,38,7.00,0.00,0.00,212.00
1,2,23,41,-12.00,0.00,0.00,678.00
1,2,23,41,-11.00,0.00,0.00,678.00
1,2,23,41,-9.00,0.00,0.00,413.00
1,2,23,41,-9.00,0.00,0.00,678.00
1,2,23,41,-7.00,0.00,0.00,413.00
1,2,23,41,-7.00,0.00,0.00,678.00
1,2,23,41,-7.00,0.00,0.00,678.00
1,2,23,41,-6.00,0.00,0.00,413.00
1,2,23,41,-5.00,0.00,0.00,678.00
1,2,23,41,-4.00,0.00,0.00,678.00
1,2,23,41,3.00,0.00,1.00,402.00
1,2,23,41,5.00,0.00,1.00,402.00
1,2,23,41,19.00,1.00,0.00,668.00
1,2,23,42,-11.00,0.00,0.00,588.00
1,2,23,42,-10.00,0.00,0.00,588.00
1,2,23,43,-13.00,0.00,0.00,453.00
1,2,23,43,-8.00,0.00,0.00,301.00
1,2,23,43,-6.00,0.00,0.00,425.00
1,2,23,43,-5.00,0.00,0.00,371.00
1,2,23,43,-5.00,0.00,0.00,425.00
1,2,23,43,-5.00,0.00,0.00,453.00
1,2,23,43,-4.00,0.00,0.00,453.00
1,2,23,43,-3.00,0.00,0.00,453.00
1,2,23,43,-2.00,0.00,0.00,371.00
1,2,23,43,-2.00,0.00,0.00,371.00
1,2,23,43,0.00,0.00,1.00,201.00
1,2,23,43,0.00,0.00,1.00,201.00
1,2,23,43,8.00,0.00,0.00,453.00
1,2,23,43,18.00,1.00,1.00,301.00
1,2,23,43,22.00,1.00,1.00,201.00
1,2,23,43,23.00,1.00,1.00,453.00
1,2,23,43,37.00,1.00,1.00,425.00
1,2,23,44,-12.00,0.00,0.00,335.00
1,2,23,44,-12.00,0.00,0.00,363.00
1,2,23,44,-10.00,0.00,0.00,406.00
1,2,23,44,-9.00,0.00,0.00,363.00
1,2,23,44,-7.00,0.00,0.00,406.00
1,2,23,44,-6.00,0.00,0.00,477.00
1,2,23,45,-10.00,0.00,0.00,690.00
1,2,23,45,-10.00,0.00,0.00,690.00
1,2,23,52,-11.00,0.00,0.00,507.00
1,2,23,52,-11.00,0.00,0.00,507.00
1,2,23,52,-6.00,0.00,0.00,576.00
1,2,23,54,-8.00,0.00,0.00,675.00
1,2,23,54,-5.00,0.00,0.00,462.00
1,2,23,54,-4.00,0.00,0.00,675.00
1,2,23,54,-3.00,0.00,0.00,675.00
1,2,23,54,-3.00,0.00,1.00,462.00
1,2,23,54,0.00,0.00,0.00,462.00
1,2,23,54,15.00,1.00,0.00,675.00
1,2,23,63,-5.00,0.00,0.00,980.00
1,2,23,63,-5.00,0.00,0.00,980.00
1,2,23,63,-5.00,0.00,0.00,980.00
1,2,23,63,-3.00,0.00,0.00,726.00
1,2,23,63,-3.00,0.00,0.00,980.00
1,2,23,63,-1.00,0.00,0.00,726.00
1,2,23,63,-1.00,0.00,0.00,980.00
1,2,23,63,111.00,1.00,1.00,726.00
1,2,23,64,-13.00,0.00,0.00,814.00
1,2,23,64,-11.00,0.00,0.00,814.00
1,2,23,64,-10.00,0.00,0.00,1038.00
1,2,23,64,-1.00,0.00,0.00,814.00
1,2,23,72,-7.00,0.00,0.00,1089.00
1,2,23,74,-13.00,0.00,0.00,1303.00
1,2,23,74,-13.00,0.00,1.00,1067.00
1,2,23,74,-10.00,0.00,0.00,1303.00
1,2,23,74,-7.00,0.00,0.00,1067.00
1,2,23,74,-6.00,0.00,0.00,1303.00
1,2,23,74,-5.00,0.00,0.00,1067.00
1,2,23,74,-5.00,0.00,0.00,1067.00
1,2,23,74,-5.00,0.00,0.00,1303.00
1,2,23,74,-3.00,0.00,0.00,1303.00
1,2,23,74,-3.00,0.00,0.00,1325.00
1,2,23,74,-2.00,0.00,0.00,1231.00
1,2,23,74,-1.00,0.00,0.00,1303.00
1,2,23,74,2.00,0.00,0.00,1325.00
1,2,23,74,24.00,1.00,0.00,1303.00
1,2,23,74,33.00,1.00,1.00,1117.00
1,2,23,74,65.00,1.00,1.00,1325.00
1,2,23,74,91.00,1.00,1.00,1303.00
1,2,23,81,-11.00,0.00,0.00,2075.00
1,2,23,81,-8.00,0.00,0.00,2075.00
1,2,23,81,-8.00,0.00,0.00,2075.00
1,2,23,81,-7.00,0.00,0.00,2075.00
1,2,23,82,-9.00,0.00,0.00,1558.00
1,2,23,82,-5.00,0.00,0.00,1558.00
1,2,23,82,-4.00,0.00,0.00,1558.00
1,2,23,82,-3.00,0.00,0.00,1558.00
1,2,23,82,-2.00,0.00,0.00,1290.00
1,2,23,82,4.00,0.00,0.00,1290.00
1,2,23,82,5.00,0.00,0.00,1558.00
1,2,23,82,5.00,0.00,0.00,1558.00
1,2,23,82,8.00,0.00,1.00,1290.00
1,2,23,82,9.00,0.00,1.00,1290.00
1,2,23,85,-5.00,0.00,0.00,2176.00
1,2,23,85,-4.00,0.00,1.00,1910.00
1,2,23,85,-1.00,0.00,0.00,2176.00
1,2,23,85,4.00,0.00,0.00,1910.00
1,2,23,85,20.00,1.00,0.00,2176.00
1,2,23,87,-10.00,0.00,0.00,1927.00
1,2,23,87,-8.00,0.00,0.00,1927.00
1,2,23,91,-7.00,0.00,0.00,2402.00
1,2,23,91,-4.00,0.00,0.00,2370.00
1,2,23,91,-3.00,0.00,0.00,2370.00
1,2,23,91,2.00,0.00,0.00,2402.00
1,2,23,91,15.00,1.00,0.00,2521.00
1,2,23,91,24.00,1.00,0.00,2136.00
1,2,23,91,26.00,1.00,0.00,2402.00
1,2,23,91,140.00,1.00,1.00,2402.00
1,2,23,93,-17.00,0.00,0.00,2378.00
1,2,33,23,-18.00,0.00,0.00,861.00
1,2,33,23,-16.00,0.00,0.00,1121.00
1,2,33,23,-13.00,0.00,0.00,920.00
1,2,33,23,-11.00,0.00,0.00,861.00
1,2,33,23,-11.00,0.00,0.00,920.00
1,2,33,23,-11.00,0.00,0.00,992.00
1,2,33,23,-11.00,0.00,0.00,1013.00
1,2,33,23,-10.00,0.00,0.00,920.00
1,2,33,23,-10.00,0.00,0.00,951.00
1,2,33,23,-10.00,0.00,0.00,951.00
1,2,33,23,-10.00,0.00,0.00,957.00
1,2,33,23,-10.00,0.00,0.00,966.00
1,2,33,23,-10.00,0.00,0.00,992.00
1,2,33,23,-9.00,0.00,0.00,993.00
1,2,33,23,-9.00,0.00,0.00,1013.00
1,2,33,23,-8.00,0.00,0.00,861.00
1,2,33,23,-8.00,0.00,0.00,861.00
1,2,33,23,-8.00,0.00,0.00,861.00
1,2,33,23,-8.00,0.00,0.00,993.00
1,2,33,23,-7.00,0.00,0.00,742.00
1,2,33,23,-7.00,0.00,0.00,861.00
1,2,33,23,-7.00,0.00,0.00,920.00
1,2,33,23,-7.00,0.00,0.00,951.00
1,2,33,23,-7.00,0.00,0.00,966.00
1,2,33,23,-7.00,0.00,0.00,993.00
1,2,33,23,-5.00,0.00,0.00,834.00
1,2,33,23,-5.00,0.00,0.00,861.00
1,2,33,23,-5.00,0.00,0.00,1013.00
1,2,33,23,-4.00,0.00,0.00,834.00
1,2,33,23,-4.00,0.00,0.00,861.00
1,2,33,23,-4.00,0.00,0.00,992.00
1,2,33,23,-4.00,0.00,0.00,994.00
1,2,33,23,-4.00,0.00,0.00,994.00
1,2,33,23,-4.00,0.00,0.00,994.00
1,2,33,23,-3.00,0.00,0.00,834.00
1,2,33,23,-3.00,0.00,0.00,861.00
1,2,33,23,-3.00,0.00,0.00,992.00
1,2,33,23,-2.00,0.00,0.00,980.00
1,2,33,23,-2.00,0.00,0.00,1013.00
1,2,33,23,0.00,0.00,0.00,742.00
1,2,33,23,1.00,0.00,0.00,873.00
1,2,33,23,1.00,0.00,0.00,920.00
1,2,33,23,4.00,0.00,0.00,873.00
1,2,33,23,4.00,0.00,0.00,993.00
1,2,33,23,4.00,0.00,1.00,866.00
1,2,33,23,7.00,0.00,0.00,861.00
1,2,33,23,11.00,0.00,0.00,992.00
1,2,33,23,15.00,1.00,0.00,834.00
1,2,33,23,15.00,1.00,0.00,861.00
1,2,33,23,15.00,1.00,0.00,966.00
1,2,33,23,18.00,1.00,1.00,834.00
1,2,33,23,32.00,1.00,1.00,992.00
1,2,33,23,44.00,1.00,1.00,861.00
1,2,33,23,81.00,1.00,1.00,994.00
1,2,33,23,132.00,1.00,1.00,993.00
1,2,34,23,-9.00,0.00,0.00,629.00
1,2,34,23,-8.00,0.00,0.00,526.00
1,2,34,23,-5.00,0.00,0.00,526.00
1,2,34,23,-5.00,0.00,0.00,526.00
1,2,34,23,-5.00,0.00,0.00,620.00
1,2,34,23,-5.00,0.00,0.00,666.00
1,2,34,23,-5.00,0.00,0.00,666.00
1,2,34,23,-5.00,0.00,0.00,692.00
1,2,34,23,-4.00,0.00,0.00,526.00
1,2,34,23,-4.00,0.00,0.00,666.00
1,2,34,23,-4.00,0.00,0.00,666.00
1,2,34,23,-4.00,0.00,0.00,666.00
1,2,34,23,-4.00,0.00,0.00,692.00
1,2,34,23,-3.00,0.00,0.00,620.00
1,2,34,23,-3.00,0.00,0.00,666.00
1,2,34,23,-3.00,0.00,0.00,666.00
1,2,34,23,-2.00,0.00,0.00,526.00
1,2,34,23,1.00,0.00,0.00,620.00
1,2,34,23,12.00,0.00,0.00,666.00
1,2,34,23,12.00,0.00,1.00,666.00
1,2,34,23,22.00,1.00,1.00,526.00
1,2,34,23,23.00,1.00,1.00,629.00
1,2,34,23,34.00,1.00,1.00,666.00
1,2,34,23,45.00,1.00,1.00,666.00
1,2,34,23,81.00,1.00,1.00,666.00
1,2,35,23,0.00,0.00,0.00,210.00
1,2,35,23,5.00,0.00,0.00,210.00
1,2,36,23,-10.00,0.00,0.00,366.00
1,2,36,23,-10.00,0.00,0.00,366.00
1,2,36,23,-8.00,0.00,0.00,366.00
1,2,36,23,-8.00,0.00,0.00,449.00
1,2,36,23,-7.00,0.00,0.00,366.00
1,2,36,23,-7.00,0.00,0.00,476.00
1,2,36,23,-7.00,0.00,0.00,481.00
1,2,36,23,-7.00,0.00,0.00,481.00
1,2,36,23,-7.00,0.00,0.00,509.00
1,2,36,23,-6.00,0.00,0.00,337.00
1,2,36,23,-6.00,0.00,0.00,337.00
1,2,36,23,-6.00,0.00,0.00,449.00
1,2,36,23,-6.00,0.00,0.00,449.00
1,2,36,23,-6.00,0.00,0.00,481.00
1,2,36,23,-4.00,0.00,0.00,413.00
1,2,36,23,-3.00,0.00,0.00,449.00
1,2,36,23,-3.00,0.00,0.00,449.00
1,2,36,23,-2.00,0.00,0.00,413.00
1,2,36,23,-2.00,0.00,0.00,509.00
1,2,36,23,-1.00,0.00,0.00,366.00
1,2,36,23,-1.00,0.00,0.00,509.00
1,2,36,23,0.00,0.00,0.00,449.00
1,2,36,23,1.00,0.00,0.00,366.00
1,2,36,23,4.00,0.00,0.00,449.00
1,2,36,23,43.00,1.00,,476.00
1,2,37,23,-11.00,0.00,0.00,473.00
1,2,37,23,-11.00,0.00,0.00,550.00
1,2,37,23,-10.00,0.00,0.00,473.00
1,2,37,23,-7.00,0.00,0.00,515.00
1,2,37,23,-2.00,0.00,0.00,550.00
1,2,38,23,-14.00,0.00,0.00,182.00
1,2,38,23,-10.00,0.00,0.00,212.00
1,2,38,23,-8.00,0.00,0.00,182.00
1,2,38,23,-5.00,0.00,0.00,135.00
1,2,38,23,6.00,0.00,0.00,212.00
1,2,41,23,-10.00,0.00,0.00,678.00
1,2,41,23,-10.00,0.00,0.00,678.00
1,2,41,23,-7.00,0.00,0.00,678.00
1,2,41,23,-4.00,0.00,0.00,413.00
1,2,41,23,-4.00,0.00,0.00,678.00
1,2,41,23,-3.00,0.00,0.00,413.00
1,2,41,23,-3.00,0.00,0.00,413.00
1,2,41,23,-2.00,0.00,0.00,402.00
1,2,41,23,-2.00,0.00,0.00,678.00
1,2,41,23,-2.00,0.00,0.00,678.00
1,2,41,23,1.00,0.00,0.00,402.00
1,2,41,23,7.00,0.00,0.00,678.00
1,2,41,23,8.00,0.00,0.00,668.00
1,2,42,23,-10.00,0.00,0.00,588.00
1,2,42,23,-6.00,0.00,0.00,588.00
1,2,43,23,-10.00,0.00,0.00,371.00
1,2,43,23,-7.00,0.00,0.00,453.00
1,2,43,23,-7.00,0.00,0.00,453.00
1,2,43,23,-4.00,0.00,1.00,201.00
1,2,43,23,-3.00,0.00,0.00,201.00
1,2,43,23,-3.00,0.00,1.00,201.00
1,2,43,23,-2.00,0.00,1.00,371.00
1,2,43,23,-2.00,0.00,1.00,453.00
1,2,43,23,-1.00,0.00,0.00,301.00
1,2,43,23,-1.00,0.00,0.00,425.00
1,2,43,23,-1.00,0.00,0.00,425.00
1,2,43,23,2.00,0.00,1.00,301.00
1,2,43,23,6.00,0.00,1.00,425.00
1,2,43,23,13.00,0.00,1.00,453.00
1,2,43,23,14.00,0.00,1.00,453.00
1,2,43,23,22.00,1.00,1.00,371.00
1,2,43,23,45.00,1.00,1.00,453.00
1,2,43,23,57.00,1.00,1.00,201.00
1,2,44,23,-10.00,0.00,0.00,477.00
1,2,44,23,-9.00,0.00,1.00,406.00
1,2,44,23,-8.00,0.00,1.00,363.00
1,2,44,23,-7.00,0.00,0.00,335.00
1,2,44,23,-7.00,0.00,1.00,406.00
1,2,44,23,-1.00,0.00,1.00,363.00
1,2,45,23,-12.00,0.00,0.00,690.00
1,2,45,23,-6.00,0.00,0.00,690.00
1,2,52,23,-12.00,0.00,0.00,576.00
1,2,52,23,-7.00,0.00,0.00,507.00
1,2,52,23,-6.00,0.00,1.00,507.00
1,2,54,23,,,,462.00
1,2,54,23,,,,462.00
1,2,54,23,-12.00,0.00,0.00,554.00
1,2,54,23,-10.00,0.00,0.00,675.00
1,2,54,23,-10.00,0.00,0.00,675.00
1,2,54,23,-4.00,0.00,0.00,675.00
1,2,54,23,12.00,0.00,0.00,462.00
1,2,54,23,30.00,1.00,1.00,675.00
1,2,63,23,-17.00,0.00,0.00,980.00
1,2,63,23,-7.00,0.00,0.00,726.00
1,2,63,23,-5.00,0.00,0.00,980.00
1,2,63,23,-2.00,0.00,0.00,980.00
1,2,63,23,-2.00,0.00,0.00,980.00
1,2,63,23,-2.00,0.00,1.00,726.00
1,2,63,23,-1.00,0.00,0.00,980.00
1,2,63,23,1.00,0.00,0.00,726.00
1,2,64,23,-10.00,0.00,0.00,814.00
1,2,64,23,-7.00,0.00,0.00,1038.00
1,2,64,23,-7.00,0.00,1.00,814.00
1,2,64,23,8.00,0.00,0.00,814.00
1,2,72,23,-7.00,0.00,0.00,1089.00
1,2,74,23,-10.00,0.00,0.00,1303.00
1,2,74,23,-5.00,0.00,0.00,1303.00
1,2,74,23,-5.00,0.00,0.00,1303.00
1,2,74,23,-5.00,0.00,0.00,1303.00
1,2,74,23,-4.00,0.00,0.00,1303.00
1,2,74,23,-4.00,0.00,0.00,1303.00
1,2,74,23,-4.00,0.00,0.00,1325.00
1,2,74,23,-3.00,0.00,0.00,1231.00
1,2,74,23,-3.00,0.00,1.00,1067.00
1,2,74,23,-2.00,0.00,0.00,1067.00
1,2,74,23,-1.00,0.00,0.00,1117.00
1,2,74,23,-1.00,0.00,0.00,1325.00
1,2,74,23,1.00,0.00,0.00,1303.00
1,2,74,23,6.00,0.00,1.00,1067.00
1,2,74,23,11.00,0.00,1.00,1067.00
1,2,74,23,29.00,1.00,1.00,1325.00
1,2,74,23,41.00,1.00,1.00,1303.00
1,2,81,23,-16.00,0.00,0.00,2075.00
1,2,81,23,-10.00,0.00,0.00,2075.00
1,2,81,23,-5.00,0.00,0.00,2075.00
1,2,81,23,-5.00,0.00,0.00,2075.00
1,2,82,23,-10.00,0.00,0.00,1558.00
1,2,82,23,-5.00,0.00,0.00,1290.00
1,2,82,23,-5.00,0.00,0.00,1558.00
1,2,82,23,-4.00,0.00,0.00,1290.00
1,2,82,23,-3.00,0.00,0.00,1290.00
1,2,82,23,5.00,0.00,1.00,1558.00
1,2,82,23,10.00,0.00,0.00,1558.00
1,2,82,23,18.00,1.00,1.00,1558.00
1,2,82,23,204.00,1.00,1.00,1290.00
1,2,82,23,212.00,1.00,1.00,1558.00
1,2,85,23,-6.00,0.00,1.00,1910.00
1,2,85,23,-4.00,0.00,0.00,2176.00
1,2,85,23,1.00,0.00,0.00,1910.00
1,2,87,23,-12.00,0.00,0.00,1927.00
1,2,87,23,-5.00,0.00,0.00,1927.00
1,2,91,23,-8.00,0.00,0.00,2370.00
1,2,91,23,-6.00,0.00,0.00,2370.00
1,2,91,23,-6.00,0.00,0.00,2402.00
1,2,91,23,-4.00,0.00,1.00,2521.00
1,2,91,23,-2.00,0.00,0.00,2402.00
1,2,91,23,17.00,1.00,1.00,2402.00
1,2,91,23,30.00,1.00,1.00,2402.00
1,2,93,23,-6.00,0.00,0.00,2378.00
2,3,3,23,-13.00,0.00,0.00,1576.00
2,3,3,23,-10.00,0.00,0.00,1576.00
2,3,3,23,-8.00,0.00,0.00,1576.00
2,3,3,23,-6.00,0.00,0.00,1576.00
2,3,4,23,-14.00,0.00,0.00,1605.00
2,3,13,23,-9.00,0.00,0.00,280.00
2,3,13,23,-7.00,0.00,0.00,280.00
2,3,13,23,-7.00,0.00,0.00,496.00
2,3,13,23,-6.00,0.00,0.00,280.00
2,3,13,23,-6.00,0.00,0.00,280.00
2,3,13,23,-5.00,0.00,0.00,280.00
2,3,13,23,-2.00,0.00,0.00,496.00
2,3,21,23,-4.00,0.00,0.00,319.00
2,3,22,23,-9.00,0.00,0.00,335.00
2,3,22,23,-6.00,0.00,0.00,335.00
2,3,23,3,-10.00,0.00,0.00,1576.00
2,3,23,3,-7.00,0.00,0.00,1576.00
2,3,23,3,-6.00,0.00,0.00,1576.00
2,3,23,3,-3.00,0.00,0.00,1576.00
2,3,23,4,-8.00,0.00,0.00,1605.00
2,3,23,13,-12.00,0.00,0.00,280.00
2,3,23,13,-10.00,0.00,0.00,280.00
2,3,23,13,-10.00,0.00,0.00,280.00
2,3,23,13,-10.00,0.00,0.00,496.00
2,3,23,13,-8.00,0.00,0.00,280.00
2,3,23,13,-8.00,0.00,0.00,280.00
2,3,23,13,0.00,0.00,0.00,496.00
2,3,23,21,-6.00,0.00,0.00,319.00
2,3,23,22,-7.00,0.00,0.00,335.00
